Date,Milk
01/02/2004,1.061682
01/03/2004,1.057014
01/04/2004,1.048527
01/05/2004,1.05
01/06/2004,1.05
01/07/2004,1.046696
01/08/2004,1.052915
01/09/2004,1.04986
01/10/2004,1.051562
01/11/2004,1.051216
01/12/2004,1.049467
01/01/2005,1.0508
01/02/2005,1.043704
01/03/2005,1.115409
01/04/2005,1.117399
01/05/2005,1.038009
01/06/2005,1.11905
01/07/2005,1.116578
01/08/2005,1.114843
01/09/2005,1.115901
01/10/2005,1.119369
01/11/2005,1.119273
01/12/2005,1.117717
01/01/2006,1.135116
01/02/2006,1.164083
01/03/2006,1.066313
01/04/2006,1.066866
01/05/2006,1.060594
01/06/2006,1.075244
01/07/2006,1.127758
01/08/2006,1.128924
01/09/2006,1.129292
01/10/2006,1.129866
01/11/2006,1.131031
01/12/2006,1.127668
01/01/2007,1.1335
01/02/2007,1.133229
01/03/2007,1.15646
01/04/2007,1.165422
01/05/2007,1.167489
01/06/2007,1.167803
01/07/2007,1.168393
01/08/2007,1.169603
01/09/2007,1.317489
01/10/2007,1.329432
01/11/2007,1.34136
01/12/2007,1.338194
01/01/2008,1.348889
01/02/2008,1.340685
01/03/2008,1.339
01/04/2008,1.34125
01/05/2008,1.346816
01/06/2008,1.430762
01/07/2008,1.436787
01/08/2008,1.421956
01/09/2008,1.424622
01/10/2008,1.510359
01/11/2008,1.521289
01/12/2008,1.501473
01/01/2009,1.500901
01/02/2009,1.500758
01/03/2009,1.500094
01/04/2009,1.501415
01/05/2009,1.521179
01/06/2009,1.502641
01/07/2009,1.521571
01/08/2009,1.518972
01/09/2009,1.496215
01/10/2009,1.495164
01/11/2009,1.496132
01/12/2009,1.498744
01/01/2010,1.473077
01/02/2010,1.475364
01/03/2010,1.494454
01/04/2010,1.482594
01/05/2010,1.476793
01/06/2010,1.479121
01/07/2010,1.463207
01/08/2010,1.44084
01/09/2010,1.423648
01/10/2010,1.33887
01/11/2010,1.347089
01/12/2010,1.454364
01/01/2011,1.489247
01/02/2011,1.362469
01/03/2011,1.303422
01/04/2011,1.305958
01/05/2011,1.301807
01/06/2011,1.440833
01/07/2011,1.41825
01/08/2011,1.418347
01/09/2011,1.417178
01/10/2011,1.296176
01/11/2011,1.285062
01/12/2011,1.283512
01/01/2012,1.237137
01/02/2012,1.235504
01/03/2012,1.230833
01/04/2012,1.213625
01/05/2012,1.23025
01/06/2012,1.212083
01/07/2012,1.205875
01/08/2012,1.188203
01/09/2012,1.173693
01/10/2012,1.187089
01/11/2012,1.193542
01/12/2012,1.269038
01/01/2013,1.275062
01/02/2013,1.282017
01/03/2013,1.275165
01/04/2013,1.279585
01/05/2013,1.281
01/06/2013,1.281157
01/07/2013,1.289916
01/08/2013,1.3245
01/09/2013,1.310289
01/10/2013,1.312697
01/11/2013,1.317167
01/12/2013,1.324083
01/01/2014,1.351203
01/02/2014,1.352863
01/03/2014,1.231083
01/04/2014,1.220966
01/05/2014,1.216042
01/06/2014,1.216736
01/07/2014,1.217741
01/08/2014,1.211339
01/09/2014,1.140295
01/10/2014,1.166875
01/11/2014,1.166933
01/12/2014,1.152152
01/01/2015,1.142929
01/02/2015,1.12384
01/03/2015,1.128506
01/04/2015,1.122172
01/05/2015,1.123293
01/06/2015,1.107869
01/07/2015,1.110327
01/08/2015,1.102716
01/09/2015,1.107427
01/10/2015,1.108238
01/11/2015,1.115772
01/12/2015,1.118653
01/01/2016,1.117317
01/02/2016,1.113074
01/03/2016,1.107705
01/04/2016,1.107877
01/05/2016,1.109714
01/06/2016,1.121612
01/07/2016,1.121446
01/08/2016,1.119792
01/09/2016,1.120166
01/10/2016,1.116763
01/11/2016,1.127284
01/12/2016,1.128471
01/01/2017,1.130288
01/02/2017,1.124918
01/03/2017,1.117714
01/04/2017,1.117078
01/05/2017,1.127388
01/06/2017,1.122839
01/07/2017,1.124163
01/08/2017,1.118589
01/09/2017,1.121743
01/10/2017,1.121901
01/11/2017,1.122542
01/12/2017,1.188917
01/01/2018,1.194691
01/02/2018,1.187303
01/03/2018,1.20235
01/04/2018,1.189755
01/05/2018,1.192122
01/06/2018,1.191184
01/07/2018,1.190123
01/08/2018,1.192939
01/09/2018,1.195
01/10/2018,1.193592
01/11/2018,1.194713
01/12/2018,1.194315
01/01/2019,1.213388
01/02/2019,1.206307
01/03/2019,1.201265
01/04/2019,1.19
01/05/2019,1.187851
01/06/2019,1.18781
01/07/2019,1.189712
01/08/2019,1.189713
01/09/2019,1.18
01/10/2019,1.181852
01/11/2019,1.187531
01/12/2019,1.199269
01/01/2020,1.201081
01/02/2020,1.199543
01/03/2020,1.187655
01/04/2020,1.205174
01/05/2020,1.19819
01/06/2020,1.197867
01/07/2020,1.196195
01/08/2020,1.190932
01/09/2020,1.191037
01/10/2020,1.190209
01/11/2020,1.208404
01/12/2020,1.20466
01/01/2021,1.200478
01/02/2021,1.20335
01/03/2021,1.198889
01/04/2021,1.222588
01/05/2021,1.241866
01/06/2021,1.24162
01/07/2021,1.215868
01/08/2021,1.242798
01/09/2021,1.231
01/10/2021,1.26675
01/11/2021,1.281037
01/12/2021,1.289667
01/01/2022,1.295774
01/02/2022,1.321745
01/03/2022,1.29175
01/04/2022,1.347983
01/05/2022,1.385164
01/06/2022,1.42719
01/07/2022,1.538625
01/08/2022,1.580289
01/09/2022,1.583042
01/10/2022,1.655792
01/11/2022,1.694641
